date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:33	361826/361826	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:36%20GMT	https://www.w3schools.com/sql/func_sqlserver_user_name.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_sqlserver_user_name.html	(from https://www.w3schools.com/sql/)
10:42:33	368880/368880	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:36%20GMT	https://www.w3schools.com/sql/sql_ref_msaccess.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_ref_msaccess.html	(from https://www.w3schools.com/sql/)
10:42:34	361217/361217	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:36%20GMT	https://www.w3schools.com/sql/func_msaccess_asc.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_asc.html	(from https://www.w3schools.com/sql/)
10:42:34	361233/361233	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:37%20GMT	https://www.w3schools.com/sql/func_msaccess_chr.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_chr.html	(from https://www.w3schools.com/sql/)
10:42:34	361339/361339	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:37%20GMT	https://www.w3schools.com/sql/func_msaccess_concat.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_concat.html	(from https://www.w3schools.com/sql/)
10:42:34	361184/361184	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:37%20GMT	https://www.w3schools.com/sql/func_msaccess_curdir.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_curdir.html	(from https://www.w3schools.com/sql/)
10:42:34	363472/363472	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:37%20GMT	https://www.w3schools.com/sql/func_msaccess_format.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_format.html	(from https://www.w3schools.com/sql/)
10:42:34	362270/362270	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:37%20GMT	https://www.w3schools.com/sql/func_msaccess_instr.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_instr.html	(from https://www.w3schools.com/sql/)
10:42:35	362279/362279	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:38%20GMT	https://www.w3schools.com/sql/func_msaccess_instrrev.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_instrrev.html	(from https://www.w3schools.com/sql/)
10:42:35	361335/361335	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:38%20GMT	https://www.w3schools.com/sql/func_msaccess_lcase.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_lcase.html	(from https://www.w3schools.com/sql/)
10:42:35	362058/362058	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:38%20GMT	https://www.w3schools.com/sql/func_msaccess_left.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_left.html	(from https://www.w3schools.com/sql/)
10:42:36	361614/361614	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:38%20GMT	https://www.w3schools.com/sql/func_msaccess_len.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_len.html	(from https://www.w3schools.com/sql/)
10:42:36	361339/361339	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:38%20GMT	https://www.w3schools.com/sql/func_msaccess_ltrim.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_ltrim.html	(from https://www.w3schools.com/sql/)
10:42:36	361992/361992	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:39%20GMT	https://www.w3schools.com/sql/func_msaccess_mid.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_mid.html	(from https://www.w3schools.com/sql/)
10:42:36	362106/362106	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:39%20GMT	https://www.w3schools.com/sql/func_msaccess_replace.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_replace.html	(from https://www.w3schools.com/sql/)
10:42:36	362086/362086	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:39%20GMT	https://www.w3schools.com/sql/func_msaccess_right.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_right.html	(from https://www.w3schools.com/sql/)
10:42:36	361351/361351	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:39%20GMT	https://www.w3schools.com/sql/func_msaccess_rtrim.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_rtrim.html	(from https://www.w3schools.com/sql/)
10:42:37	361223/361223	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:39%20GMT	https://www.w3schools.com/sql/func_msaccess_space.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_space.html	(from https://www.w3schools.com/sql/)
10:42:37	361842/361842	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:40%20GMT	https://www.w3schools.com/sql/func_msaccess_split.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_split.html	(from https://www.w3schools.com/sql/)
10:42:37	361184/361184	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:40%20GMT	https://www.w3schools.com/sql/func_msaccess_str.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_str.html	(from https://www.w3schools.com/sql/)
10:42:37	362502/362502	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:40%20GMT	https://www.w3schools.com/sql/func_msaccess_strcomp.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_strcomp.html	(from https://www.w3schools.com/sql/)
10:42:38	362565/362565	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:40%20GMT	https://www.w3schools.com/sql/func_msaccess_strconv.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_strconv.html	(from https://www.w3schools.com/sql/)
10:42:38	361080/361080	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:41%20GMT	https://www.w3schools.com/sql/func_msaccess_strreverse.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_strreverse.html	(from https://www.w3schools.com/sql/)
10:42:38	361312/361312	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:41%20GMT	https://www.w3schools.com/sql/func_msaccess_trim.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_trim.html	(from https://www.w3schools.com/sql/)
10:42:39	361325/361325	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:41%20GMT	https://www.w3schools.com/sql/func_msaccess_ucase.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_ucase.html	(from https://www.w3schools.com/sql/)
10:42:39	361178/361178	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:41%20GMT	https://www.w3schools.com/sql/func_msaccess_abs.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_abs.html	(from https://www.w3schools.com/sql/)
10:42:39	361152/361152	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:42%20GMT	https://www.w3schools.com/sql/func_msaccess_atn.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_atn.html	(from https://www.w3schools.com/sql/)
10:42:39	361758/361758	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:42%20GMT	https://www.w3schools.com/sql/func_msaccess_avg.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_avg.html	(from https://www.w3schools.com/sql/)
10:42:39	361146/361146	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:42%20GMT	https://www.w3schools.com/sql/func_msaccess_cos.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_cos.html	(from https://www.w3schools.com/sql/)
10:42:40	361329/361329	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:42%20GMT	https://www.w3schools.com/sql/func_msaccess_count.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_count.html	(from https://www.w3schools.com/sql/)
10:42:40	361270/361270	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:43%20GMT	https://www.w3schools.com/sql/func_msaccess_exp.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_exp.html	(from https://www.w3schools.com/sql/)
10:42:40	361537/361537	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:43%20GMT	https://www.w3schools.com/sql/func_msaccess_fix.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_fix.html	(from https://www.w3schools.com/sql/)
10:42:40	362981/362981	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:43%20GMT	https://www.w3schools.com/sql/func_msaccess_format_number.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_format_number.html	(from https://www.w3schools.com/sql/)
10:42:41	361688/361688	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:43%20GMT	https://www.w3schools.com/sql/func_msaccess_int.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_int.html	(from https://www.w3schools.com/sql/)
10:42:41	361363/361363	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:44%20GMT	https://www.w3schools.com/sql/func_msaccess_max.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_max.html	(from https://www.w3schools.com/sql/)
10:42:41	361376/361376	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:44%20GMT	https://www.w3schools.com/sql/func_msaccess_min.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_min.html	(from https://www.w3schools.com/sql/)
10:42:41	361061/361061	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:44%20GMT	https://www.w3schools.com/sql/func_msaccess_randomize.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_randomize.html	(from https://www.w3schools.com/sql/)
10:42:41	361945/361945	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:44%20GMT	https://www.w3schools.com/sql/func_msaccess_rnd.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_rnd.html	(from https://www.w3schools.com/sql/)
10:42:42	361808/361808	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:45%20GMT	https://www.w3schools.com/sql/func_msaccess_round.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_round.html	(from https://www.w3schools.com/sql/)
10:42:42	361354/361354	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:45%20GMT	https://www.w3schools.com/sql/func_msaccess_sgn.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_sgn.html	(from https://www.w3schools.com/sql/)
10:42:42	361187/361187	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:45%20GMT	https://www.w3schools.com/sql/func_msaccess_sqr.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_sqr.html	(from https://www.w3schools.com/sql/)
10:42:43	361292/361292	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:45%20GMT	https://www.w3schools.com/sql/func_msaccess_sum.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_sum.html	(from https://www.w3schools.com/sql/)
10:42:43	361322/361322	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:45%20GMT	https://www.w3schools.com/sql/func_msaccess_val.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_val.html	(from https://www.w3schools.com/sql/)
10:42:43	360978/360978	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:46%20GMT	https://www.w3schools.com/sql/func_msaccess_date.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_date.html	(from https://www.w3schools.com/sql/)
10:42:43	362611/362611	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:46%20GMT	https://www.w3schools.com/sql/func_msaccess_dateadd.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_dateadd.html	(from https://www.w3schools.com/sql/)
10:42:43	363373/363373	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:46%20GMT	https://www.w3schools.com/sql/func_msaccess_datediff.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_datediff.html	(from https://www.w3schools.com/sql/)
10:42:44	363235/363235	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:46%20GMT	https://www.w3schools.com/sql/func_msaccess_datepart.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_datepart.html	(from https://www.w3schools.com/sql/)
10:42:44	361823/361823	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:47%20GMT	https://www.w3schools.com/sql/func_msaccess_dateserial.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_dateserial.html	(from https://www.w3schools.com/sql/)
10:42:44	361796/361796	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:47%20GMT	https://www.w3schools.com/sql/func_msaccess_datevalue.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_datevalue.html	(from https://www.w3schools.com/sql/)
10:42:44	362000/362000	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:47%20GMT	https://www.w3schools.com/sql/func_msaccess_day.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_day.html	(from https://www.w3schools.com/sql/)
10:42:45	363328/363328	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:47%20GMT	https://www.w3schools.com/sql/func_msaccess_format_date.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_format_date.html	(from https://www.w3schools.com/sql/)
10:42:45	361985/361985	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:48%20GMT	https://www.w3schools.com/sql/func_msaccess_minute.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_minute.html	(from https://www.w3schools.com/sql/)
10:42:45	361958/361958	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:48%20GMT	https://www.w3schools.com/sql/func_msaccess_hour.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_hour.html	(from https://www.w3schools.com/sql/)
10:42:45	361994/361994	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:48%20GMT	https://www.w3schools.com/sql/func_msaccess_month.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_month.html	(from https://www.w3schools.com/sql/)
10:42:46	361552/361552	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:48%20GMT	https://www.w3schools.com/sql/func_msaccess_monthname.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_monthname.html	(from https://www.w3schools.com/sql/)
10:42:46	361053/361053	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:49%20GMT	https://www.w3schools.com/sql/func_msaccess_now.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_now.html	(from https://www.w3schools.com/sql/)
10:42:46	361991/361991	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:49%20GMT	https://www.w3schools.com/sql/func_msaccess_second.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_second.html	(from https://www.w3schools.com/sql/)
10:42:46	360993/360993	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:49%20GMT	https://www.w3schools.com/sql/func_msaccess_time.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_time.html	(from https://www.w3schools.com/sql/)
10:42:46	361884/361884	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:49%20GMT	https://www.w3schools.com/sql/func_msaccess_timeserial.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_timeserial.html	(from https://www.w3schools.com/sql/)
10:42:47	361629/361629	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:49%20GMT	https://www.w3schools.com/sql/func_msaccess_timevalue.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_timevalue.html	(from https://www.w3schools.com/sql/)
10:42:47	362419/362419	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:50%20GMT	https://www.w3schools.com/sql/func_msaccess_weekday.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_weekday.html	(from https://www.w3schools.com/sql/)
10:42:47	362247/362247	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:50%20GMT	https://www.w3schools.com/sql/func_msaccess_weekdayname.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_weekdayname.html	(from https://www.w3schools.com/sql/)
10:42:47	361997/361997	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:50%20GMT	https://www.w3schools.com/sql/func_msaccess_year.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_year.html	(from https://www.w3schools.com/sql/)
10:42:47	360818/360818	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:50%20GMT	https://www.w3schools.com/sql/func_msaccess_currentuser.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_currentuser.html	(from https://www.w3schools.com/sql/)
10:42:48	361385/361385	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:50%20GMT	https://www.w3schools.com/sql/func_msaccess_environ.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_environ.html	(from https://www.w3schools.com/sql/)
10:42:48	362461/362461	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:51%20GMT	https://www.w3schools.com/sql/func_msaccess_isdate.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_isdate.html	(from https://www.w3schools.com/sql/)
10:42:48	362077/362077	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:51%20GMT	https://www.w3schools.com/sql/func_msaccess_isnull.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_isnull.html	(from https://www.w3schools.com/sql/)
10:42:48	362104/362104	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:51%20GMT	https://www.w3schools.com/sql/func_msaccess_isnumeric.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/func_msaccess_isnumeric.html	(from https://www.w3schools.com/sql/)
10:42:49	365675/365675	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:51%20GMT	https://www.w3schools.com/sql/sql_quickref.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_quickref.html	(from https://www.w3schools.com/sql/)
10:42:49	388667/388667	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:52%20GMT	https://www.w3schools.com/sql/sql_examples.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_examples.html	(from https://www.w3schools.com/sql/)
10:42:49	371575/371575	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:52%20GMT	https://www.w3schools.com/sql/sql_syllabus.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_syllabus.html	(from https://www.w3schools.com/sql/)
10:42:49	369493/369493	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:52%20GMT	https://www.w3schools.com/sql/sql_editor.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_editor.html	(from https://www.w3schools.com/sql/)
10:42:49	366978/366978	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:52%20GMT	https://www.w3schools.com/sql/sql_study_plan.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_study_plan.html	(from https://www.w3schools.com/sql/)
10:42:50	370798/370798	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:52%20GMT	https://www.w3schools.com/sql/sql_bootcamp.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_bootcamp.html	(from https://www.w3schools.com/sql/)
10:42:50	373233/373233	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:53%20GMT	https://www.w3schools.com/sql/sql_exam.asp	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/sql_exam.html	(from https://www.w3schools.com/sql/)
10:42:50	15906/15906	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Feb%202025%2009:42:53%20GMT	https://www.w3schools.com/sql/trysql.asp?filename=trysql_select_all	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/trysql786e.html	(from https://www.w3schools.com/sql/)
10:42:50	1076/1076	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/sql/xrcise_syntax.js	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/xrcise_syntax.js	(from https://www.w3schools.com/sql/)
10:42:50	63701/63701	---M--	200	added ('OK')	image/png	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/images/mylearning.png	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/images/mylearning.png	(from https://www.w3schools.com/sql/)
10:42:51	9466/9466	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202025%2009:42:54%20GMT	https://www.w3schools.com/sql/React.js	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/sql/React.js	(from https://www.w3schools.com/sql/)
10:42:51	87976/87976	---M--	200	added ('OK')	image/png	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/images/img_fa_up_300.png	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/images/img_fa_up_300.png	(from https://www.w3schools.com/sql/)
10:42:51	47529/47529	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/topnav/main.js?v=1.0.32	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/topnav/maine5ea.js	(from https://www.w3schools.com/sql/)
10:42:51	64050/64050	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/w3schools_footer.js?update=20250124	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/w3schools_footer995b.js	(from https://www.w3schools.com/sql/)
10:42:52	20419/20419	---M-Z	200	added ('OK')	application/javascript	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/w3schools_features.js?update=20241220	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/w3schools_featuresad19.js	(from https://www.w3schools.com/sql/)
10:42:52	61723/61723	---M--	200	added ('OK')	image/png	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/pathfinder/image/lynx-path-left-side.png	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/pathfinder/image/lynx-path-left-side.png	(from https://www.w3schools.com/lib/pathfinder/main.css?v=1.0.3)
10:42:52	64248/64248	---M--	200	added ('OK')	image/png	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/pathfinder/image/lynx-path-right-side.png	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/pathfinder/image/lynx-path-right-side.png	(from https://www.w3schools.com/lib/pathfinder/main.css?v=1.0.3)
10:42:52	15802/15802	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.5)
10:42:53	15802/15802	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22023c78b346edb1:0%22	https://www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regular.eot?	C:/Users/anton/Desktop/https___www.w3schools.com_sql_/www.w3schools.com/lib/fonts/source-code-pro-v14-latin-regulard41d.eot	(from https://www.w3schools.com/lib/w3schools32.css?v=1.0.5)
